event_name,tp_pct,sl_pct,long_exit_reason,short_exit_reason,first_side_to_hit,long_pnl_pct,short_pnl_pct,combined_pnl_pct,combined_pnl_pct_after_fees,long_mfe_pct,long_mae_pct,short_mfe_pct,short_mae_pct,ambiguous_bar,group
NFP_Apr2025,1.0,1.5,timeout,timeout,none,0.676591,-0.676591,0.0,-0.2,0.948212,-0.416995,0.416995,-0.948212,False,NFP
NFP_Apr2025,1.0,2.0,timeout,timeout,none,0.676591,-0.676591,0.0,-0.2,0.948212,-0.416995,0.416995,-0.948212,False,NFP
NFP_Apr2025,1.5,0.5,timeout,sl,none,0.676591,-0.5,0.176591,-0.023409,0.948212,-0.416995,0.047547,-0.948212,False,NFP
NFP_Apr2025,1.5,1.0,timeout,timeout,none,0.676591,-0.676591,0.0,-0.2,0.948212,-0.416995,0.416995,-0.948212,False,NFP
NFP_Apr2025,1.5,1.5,timeout,timeout,none,0.676591,-0.676591,0.0,-0.2,0.948212,-0.416995,0.416995,-0.948212,False,NFP
NFP_Apr2025,1.5,2.0,timeout,timeout,none,0.676591,-0.676591,0.0,-0.2,0.948212,-0.416995,0.416995,-0.948212,False,NFP
NFP_Apr2025,2.0,0.5,timeout,sl,none,0.676591,-0.5,0.176591,-0.023409,0.948212,-0.416995,0.047547,-0.948212,False,NFP
NFP_Apr2025,2.0,1.0,timeout,timeout,none,0.676591,-0.676591,0.0,-0.2,0.948212,-0.416995,0.416995,-0.948212,False,NFP
NFP_Apr2025,2.0,1.5,timeout,timeout,none,0.676591,-0.676591,0.0,-0.2,0.948212,-0.416995,0.416995,-0.948212,False,NFP
NFP_Apr2025,2.0,2.0,timeout,timeout,none,0.676591,-0.676591,0.0,-0.2,0.948212,-0.416995,0.416995,-0.948212,False,NFP
NFP_Apr2025,3.0,0.5,timeout,sl,none,0.676591,-0.5,0.176591,-0.023409,0.948212,-0.416995,0.047547,-0.948212,False,NFP
NFP_Apr2025,3.0,1.0,timeout,timeout,none,0.676591,-0.676591,0.0,-0.2,0.948212,-0.416995,0.416995,-0.948212,False,NFP
NFP_Apr2025,3.0,1.5,timeout,timeout,none,0.676591,-0.676591,0.0,-0.2,0.948212,-0.416995,0.416995,-0.948212,False,NFP
NFP_Apr2025,3.0,2.0,timeout,timeout,none,0.676591,-0.676591,0.0,-0.2,0.948212,-0.416995,0.416995,-0.948212,False,NFP
