event_name,tp_pct,sl_pct,long_exit_reason,short_exit_reason,first_side_to_hit,long_pnl_pct,short_pnl_pct,combined_pnl_pct,combined_pnl_pct_after_fees,long_mfe_pct,long_mae_pct,short_mfe_pct,short_mae_pct,ambiguous_bar,event_type
FOMC_Press_Conference_Mar,3.0,1.0,timeout,sl,none,0.761303,-1.0,-0.238697,-0.238697,1.372915,-0.496008,0.496008,-1.177773,False,FOMC_PRESS_CONFERENCE
FOMC_Press_Conference_Mar,3.0,1.5,timeout,timeout,none,0.761303,-0.761303,0.0,0.0,1.372915,-0.496008,0.496008,-1.372915,False,FOMC_PRESS_CONFERENCE
FOMC_Press_Conference_Mar,3.0,2.0,timeout,timeout,none,0.761303,-0.761303,0.0,0.0,1.372915,-0.496008,0.496008,-1.372915,False,FOMC_PRESS_CONFERENCE
CPI_Mar2025,0.5,0.5,tp,sl,long,0.5,-0.5,0.0,0.0,1.735799,-0.225648,0.225648,-1.735799,False,CPI
CPI_Mar2025,0.5,1.0,tp,sl,long,0.5,-1.0,-0.5,-0.5,1.735799,-0.225648,0.225648,-1.735799,False,CPI
CPI_Mar2025,0.5,1.5,tp,sl,long,0.5,-1.5,-1.0,-1.0,1.735799,-0.225648,0.225648,-1.735799,False,CPI
CPI_Mar2025,0.5,2.0,tp,tp,long,0.5,0.5,1.0,1.0,1.735799,-0.225648,0.615062,-1.735799,False,CPI
CPI_Mar2025,1.0,0.5,tp,sl,long,1.0,-0.5,0.5,0.5,1.735799,-0.225648,0.225648,-1.735799,False,CPI
CPI_Mar2025,1.0,1.0,tp,sl,long,1.0,-1.0,0.0,0.0,1.735799,-0.225648,0.225648,-1.735799,False,CPI
CPI_Mar2025,1.0,1.5,tp,sl,long,1.0,-1.5,-0.5,-0.5,1.735799,-0.225648,0.225648,-1.735799,False,CPI
CPI_Mar2025,1.0,2.0,tp,tp,long,1.0,1.0,2.0,2.0,1.735799,-0.225648,1.141364,-1.735799,False,CPI
CPI_Mar2025,1.5,0.5,tp,sl,long,1.5,-0.5,1.0,1.0,1.735799,-0.225648,0.225648,-1.735799,False,CPI
CPI_Mar2025,1.5,1.0,tp,sl,long,1.5,-1.0,0.5,0.5,1.735799,-0.225648,0.225648,-1.735799,False,CPI
CPI_Mar2025,1.5,1.5,tp,sl,long,1.5,-1.5,0.0,0.0,1.735799,-0.225648,0.225648,-1.735799,False,CPI
CPI_Mar2025,1.5,2.0,tp,tp,long,1.5,1.5,3.0,3.0,1.735799,-0.225648,2.80278,-1.735799,False,CPI
CPI_Mar2025,2.0,0.5,sl,sl,short,-0.5,-0.5,-1.0,-1.0,1.735799,-0.615062,0.225648,-1.735799,False,CPI
CPI_Mar2025,2.0,1.0,sl,sl,short,-1.0,-1.0,-2.0,-2.0,1.735799,-1.141364,0.225648,-1.735799,False,CPI
CPI_Mar2025,2.0,1.5,sl,sl,short,-1.5,-1.5,-3.0,-3.0,1.735799,-2.80278,0.225648,-1.735799,False,CPI
CPI_Mar2025,2.0,2.0,sl,tp,short,-2.0,2.0,0.0,0.0,1.735799,-2.80278,2.80278,-1.735799,False,CPI
CPI_Mar2025,3.0,0.5,sl,sl,none,-0.5,-0.5,-1.0,-1.0,1.735799,-0.615062,0.225648,-1.735799,False,CPI
CPI_Mar2025,3.0,1.0,sl,sl,none,-1.0,-1.0,-2.0,-2.0,1.735799,-1.141364,0.225648,-1.735799,False,CPI
CPI_Mar2025,3.0,1.5,sl,sl,none,-1.5,-1.5,-3.0,-3.0,1.735799,-2.80278,0.225648,-1.735799,False,CPI
CPI_Mar2025,3.0,2.0,sl,timeout,none,-2.0,1.706421,-0.293579,-0.293579,1.735799,-2.80278,2.80278,-1.735799,False,CPI
FOMC_Press_Conference_May,0.5,0.5,tp,sl,long,0.5,-0.5,0.0,0.0,0.647901,-0.161559,0.161559,-0.647901,False,FOMC_PRESS_CONFERENCE
FOMC_Press_Conference_May,0.5,1.0,tp,tp,long,0.5,0.5,1.0,1.0,0.647901,-0.161559,0.53853,-0.85221,False,FOMC_PRESS_CONFERENCE
FOMC_Press_Conference_May,0.5,1.5,tp,tp,long,0.5,0.5,1.0,1.0,0.647901,-0.161559,0.53853,-0.85221,False,FOMC_PRESS_CONFERENCE
FOMC_Press_Conference_May,0.5,2.0,tp,tp,long,0.5,0.5,1.0,1.0,0.647901,-0.161559,0.53853,-0.85221,False,FOMC_PRESS_CONFERENCE
